date,resource_id,service,actual_cost,amortized_cost,usage_quantity,currency
2026-01-24,eip-unbound-001,EIP,1.1390,1.1390,3.610,USD
2026-01-24,obs-platform-logs,OBS,8.6959,8.6959,26.125,USD
2026-01-24,elb-legacy-001,ELB,2.4787,2.4787,7.790,USD
2026-01-24,ecs-ml-prod-01,ECS,13.7035,13.7035,43.700,USD
2026-01-24,cce-dev-node-01,CCE_NODE,10.0088,10.0088,31.350,USD
2026-01-24,ecs-unallocated-01,ECS,4.4866,4.4866,13.775,USD
2026-01-25,ecs-prod-web-01,ECS,19.4560,19.4560,58.900,USD
2026-01-25,ecs-prod-web-02,ECS,15.9648,15.7254,48.450,USD
2026-01-25,cce-prod-node-a,CCE_NODE,22.3341,21.9991,70.300,USD
2026-01-25,cce-prod-node-b,CCE_NODE,22.6386,22.2991,70.300,USD
2026-01-25,ecs-dev-sandbox-01,ECS,6.4350,6.4350,19.950,USD
2026-01-25,ecs-qa-legacy-01,ECS,5.6439,5.6439,17.575,USD
2026-01-25,rds-orders-prod,RDS,21.7317,21.7317,65.550,USD
2026-01-25,rds-analytics-prod,RDS,16.0220,15.7816,49.400,USD
2026-01-25,evs-orphan-001,EVS,2.9496,2.9496,9.120,USD
2026-01-25,eip-unbound-001,EIP,1.1705,1.1705,3.610,USD
2026-01-25,obs-platform-logs,OBS,8.1929,8.1929,26.125,USD
2026-01-25,elb-legacy-001,ELB,2.5352,2.5352,7.790,USD
2026-01-25,ecs-ml-prod-01,ECS,14.0533,14.0533,43.700,USD
2026-01-25,cce-dev-node-01,CCE_NODE,10.0909,10.0909,31.350,USD
2026-01-25,ecs-unallocated-01,ECS,4.5899,4.5899,13.775,USD
2026-01-26,ecs-prod-web-01,ECS,19.7509,19.7509,63.240,USD
2026-01-26,ecs-prod-web-02,ECS,17.2789,17.0197,52.020,USD
2026-01-26,cce-prod-node-a,CCE_NODE,23.8179,23.4607,75.480,USD
2026-01-26,cce-prod-node-b,CCE_NODE,24.6001,24.2311,75.480,USD
2026-01-26,ecs-dev-sandbox-01,ECS,6.7226,6.7226,21.420,USD
2026-01-26,ecs-qa-legacy-01,ECS,6.1305,6.1305,18.870,USD
2026-01-26,rds-orders-prod,RDS,22.0365,22.0365,70.380,USD
2026-01-26,rds-analytics-prod,RDS,16.6200,16.3707,53.040,USD
2026-01-26,evs-orphan-001,EVS,3.2610,3.2610,9.792,USD
2026-01-26,eip-unbound-001,EIP,1.2900,1.2900,3.876,USD
2026-01-26,obs-platform-logs,OBS,8.8532,8.8532,28.050,USD
2026-01-26,elb-legacy-001,ELB,2.7793,2.7793,8.364,USD
2026-01-26,ecs-ml-prod-01,ECS,15.4168,15.4168,46.920,USD
2026-01-26,cce-dev-node-01,CCE_NODE,10.8649,10.8649,33.660,USD
2026-01-26,ecs-unallocated-01,ECS,4.9196,4.9196,14.790,USD
2026-01-27,ecs-prod-web-01,ECS,20.8936,20.8936,63.240,USD
2026-01-27,ecs-prod-web-02,ECS,17.3211,17.0613,52.020,USD
2026-01-27,cce-prod-node-a,CCE_NODE,24.3476,23.9824,75.480,USD
2026-01-27,cce-prod-node-b,CCE_NODE,25.1452,24.7680,75.480,USD
2026-01-27,ecs-dev-sandbox-01,ECS,6.8377,6.8377,21.420,USD
2026-01-27,ecs-qa-legacy-01,ECS,6.1921,6.1921,18.870,USD
2026-01-27,rds-orders-prod,RDS,23.0396,23.0396,70.380,USD
2026-01-27,rds-analytics-prod,RDS,17.2988,17.0393,53.040,USD
2026-01-27,evs-orphan-001,EVS,3.0805,3.0805,9.792,USD
2026-01-27,eip-unbound-001,EIP,1.2620,1.2620,3.876,USD
2026-01-27,obs-platform-logs,OBS,9.2668,9.2668,28.050,USD
2026-01-27,elb-legacy-001,ELB,2.6975,2.6975,8.364,USD
2026-01-27,ecs-ml-prod-01,ECS,14.8965,14.8965,46.920,USD
2026-01-27,cce-dev-node-01,CCE_NODE,11.0642,11.0642,33.660,USD
2026-01-27,ecs-unallocated-01,ECS,4.8047,4.8047,14.790,USD
2026-01-28,ecs-prod-web-01,ECS,20.6603,20.6603,63.240,USD
2026-01-28,ecs-prod-web-02,ECS,16.6097,16.3605,52.020,USD
2026-01-28,cce-prod-node-a,CCE_NODE,23.6501,23.2954,75.480,USD
2026-01-28,cce-prod-node-b,CCE_NODE,23.7719,23.4154,75.480,USD
2026-01-28,ecs-dev-sandbox-01,ECS,6.7963,6.7963,21.420,USD
2026-01-28,ecs-qa-legacy-01,ECS,5.9204,5.9204,18.870,USD
2026-01-28,rds-orders-prod,RDS,23.3734,23.3734,70.380,USD
2026-01-28,rds-analytics-prod,RDS,17.2483,16.9896,53.040,USD
2026-01-28,evs-orphan-001,EVS,3.1827,3.1827,9.792,USD
2026-01-28,eip-unbound-001,EIP,1.2093,1.2093,3.876,USD
2026-01-28,obs-platform-logs,OBS,8.8003,8.8003,28.050,USD
2026-01-28,elb-legacy-001,ELB,2.7008,2.7008,8.364,USD
2026-01-28,ecs-ml-prod-01,ECS,14.6801,14.6801,46.920,USD
2026-01-28,cce-dev-node-01,CCE_NODE,10.5070,10.5070,33.660,USD
2026-01-28,ecs-unallocated-01,ECS,4.9251,4.9251,14.790,USD
2026-01-29,ecs-prod-web-01,ECS,19.8661,19.8661,63.240,USD
2026-01-29,ecs-prod-web-02,ECS,16.2727,16.0287,52.020,USD
2026-01-29,cce-prod-node-a,CCE_NODE,23.7303,23.3744,75.480,USD
2026-01-29,cce-prod-node-b,CCE_NODE,24.1582,23.7959,75.480,USD
2026-01-29,ecs-dev-sandbox-01,ECS,6.7402,6.7402,21.420,USD
2026-01-29,ecs-qa-legacy-01,ECS,5.9911,5.9911,18.870,USD
2026-01-29,rds-orders-prod,RDS,21.9468,21.9468,70.380,USD
2026-01-29,rds-analytics-prod,RDS,17.3243,17.0644,53.040,USD
2026-01-29,evs-orphan-001,EVS,3.1247,3.1247,9.792,USD
2026-01-29,eip-unbound-001,EIP,1.2282,1.2282,3.876,USD
2026-01-29,obs-platform-logs,OBS,8.7915,8.7915,28.050,USD
2026-01-29,elb-legacy-001,ELB,2.6483,2.6483,8.364,USD
2026-01-29,ecs-ml-prod-01,ECS,15.0817,15.0817,46.920,USD
2026-01-29,cce-dev-node-01,CCE_NODE,11.1739,11.1739,33.660,USD
2026-01-29,ecs-unallocated-01,ECS,4.6798,4.6798,14.790,USD
2026-01-30,ecs-prod-web-01,ECS,20.5748,20.5748,63.240,USD
2026-01-30,ecs-prod-web-02,ECS,17.3372,17.0771,52.020,USD
2026-01-30,cce-prod-node-a,CCE_NODE,24.5202,24.1524,75.480,USD
2026-01-30,cce-prod-node-b,CCE_NODE,24.4151,24.0489,75.480,USD
2026-01-30,ecs-dev-sandbox-01,ECS,6.9081,6.9081,21.420,USD
2026-01-30,ecs-qa-legacy-01,ECS,6.2089,6.2089,18.870,USD
2026-01-30,rds-orders-prod,RDS,22.2480,22.2480,70.380,USD
2026-01-30,rds-analytics-prod,RDS,16.6657,16.4157,53.040,USD
2026-01-30,evs-orphan-001,EVS,3.2476,3.2476,9.792,USD
2026-01-30,eip-unbound-001,EIP,1.2116,1.2116,3.876,USD
2026-01-30,obs-platform-logs,OBS,9.2727,9.2727,28.050,USD
2026-01-30,elb-legacy-001,ELB,2.7415,2.7415,8.364,USD
2026-01-30,ecs-ml-prod-01,ECS,14.8331,14.8331,46.920,USD
2026-01-30,cce-dev-node-01,CCE_NODE,10.9413,10.9413,33.660,USD
2026-01-30,ecs-unallocated-01,ECS,4.6328,4.6328,14.790,USD
2026-01-31,ecs-prod-web-01,ECS,19.6132,19.6132,58.900,USD
2026-01-31,ecs-prod-web-02,ECS,15.7225,15.4866,48.450,USD
2026-01-31,cce-prod-node-a,CCE_NODE,22.5369,22.1989,70.300,USD
2026-01-31,cce-prod-node-b,CCE_NODE,23.2415,22.8929,70.300,USD
2026-01-31,ecs-dev-sandbox-01,ECS,6.2204,6.2204,19.950,USD
2026-01-31,ecs-qa-legacy-01,ECS,5.5228,5.5228,17.575,USD
2026-01-31,rds-orders-prod,RDS,21.4612,21.4612,65.550,USD
2026-01-31,rds-analytics-prod,RDS,16.2000,15.9570,49.400,USD
2026-01-31,evs-orphan-001,EVS,2.8795,2.8795,9.120,USD
2026-01-31,eip-unbound-001,EIP,1.1976,1.1976,3.610,USD
2026-01-31,obs-platform-logs,OBS,8.4354,8.4354,26.125,USD
2026-01-31,elb-legacy-001,ELB,2.5275,2.5275,7.790,USD
2026-01-31,ecs-ml-prod-01,ECS,14.2053,14.2053,43.700,USD
2026-01-31,cce-dev-node-01,CCE_NODE,9.8442,9.8442,31.350,USD
2026-01-31,ecs-unallocated-01,ECS,4.3887,4.3887,13.775,USD
2026-02-01,ecs-prod-web-01,ECS,21.6617,21.6617,58.900,USD
2026-02-01,ecs-prod-web-02,ECS,17.6527,17.3879,48.450,USD
2026-02-01,cce-prod-node-a,CCE_NODE,25.2324,24.8539,70.300,USD
2026-02-01,cce-prod-node-b,CCE_NODE,26.1436,25.7514,70.300,USD
2026-02-01,ecs-dev-sandbox-01,ECS,7.3788,7.3788,19.950,USD
2026-02-01,ecs-qa-legacy-01,ECS,6.5900,6.5900,17.575,USD
2026-02-01,rds-orders-prod,RDS,23.5424,23.5424,65.550,USD
2026-02-01,rds-analytics-prod,RDS,17.9978,17.7278,49.400,USD
2026-02-01,evs-orphan-001,EVS,3.2340,3.2340,9.120,USD
2026-02-01,eip-unbound-001,EIP,1.2835,1.2835,3.610,USD
2026-02-01,obs-platform-logs,OBS,9.4158,9.4158,26.125,USD
2026-02-01,elb-legacy-001,ELB,2.8924,2.8924,7.790,USD
2026-02-01,ecs-ml-prod-01,ECS,15.5980,15.5980,43.700,USD
2026-02-01,cce-dev-node-01,CCE_NODE,11.2365,11.2365,31.350,USD
2026-02-01,ecs-unallocated-01,ECS,4.8920,4.8920,13.775,USD
2026-02-02,ecs-prod-web-01,ECS,22.4814,22.4814,63.240,USD
2026-02-02,ecs-prod-web-02,ECS,19.3023,19.0128,52.020,USD
2026-02-02,cce-prod-node-a,CCE_NODE,27.9979,27.5780,75.480,USD
2026-02-02,cce-prod-node-b,CCE_NODE,28.1813,27.7586,75.480,USD
2026-02-02,ecs-dev-sandbox-01,ECS,8.0264,8.0264,21.420,USD
2026-02-02,ecs-qa-legacy-01,ECS,7.0546,7.0546,18.870,USD
2026-02-02,rds-orders-prod,RDS,26.0782,26.0782,70.380,USD
2026-02-02,rds-analytics-prod,RDS,19.9549,19.6556,53.040,USD
2026-02-02,evs-orphan-001,EVS,3.5495,3.5495,9.792,USD
2026-02-02,eip-unbound-001,EIP,1.4208,1.4208,3.876,USD
2026-02-02,obs-platform-logs,OBS,10.4827,10.4827,28.050,USD
2026-02-02,elb-legacy-001,ELB,2.9923,2.9923,8.364,USD
2026-02-02,ecs-ml-prod-01,ECS,16.9340,16.9340,46.920,USD
2026-02-02,cce-dev-node-01,CCE_NODE,12.2920,12.2920,33.660,USD
2026-02-02,ecs-unallocated-01,ECS,5.5331,5.5331,14.790,USD
2026-02-03,ecs-prod-web-01,ECS,22.6102,22.6102,63.240,USD
2026-02-03,ecs-prod-web-02,ECS,19.2513,18.9625,52.020,USD
2026-02-03,cce-prod-node-a,CCE_NODE,27.7816,27.3649,75.480,USD
2026-02-03,cce-prod-node-b,CCE_NODE,27.8558,27.4380,75.480,USD
2026-02-03,ecs-dev-sandbox-01,ECS,7.6921,7.6921,21.420,USD
2026-02-03,ecs-qa-legacy-01,ECS,6.7953,6.7953,18.870,USD
2026-02-03,rds-orders-prod,RDS,25.6925,25.6925,70.380,USD
2026-02-03,rds-analytics-prod,RDS,18.6973,18.4168,53.040,USD
2026-02-03,evs-orphan-001,EVS,3.5105,3.5105,9.792,USD
2026-02-03,eip-unbound-001,EIP,1.3991,1.3991,3.876,USD
2026-02-03,obs-platform-logs,OBS,10.0823,10.0823,28.050,USD
2026-02-03,elb-legacy-001,ELB,3.1024,3.1024,8.364,USD
2026-02-03,ecs-ml-prod-01,ECS,16.9456,16.9456,46.920,USD
2026-02-03,cce-dev-node-01,CCE_NODE,12.0321,12.0321,33.660,USD
2026-02-03,ecs-unallocated-01,ECS,5.4972,5.4972,14.790,USD
2026-02-04,ecs-prod-web-01,ECS,22.8046,22.8046,63.240,USD
2026-02-04,ecs-prod-web-02,ECS,18.3690,18.0935,52.020,USD
2026-02-04,cce-prod-node-a,CCE_NODE,26.6030,26.2040,75.480,USD
2026-02-04,cce-prod-node-b,CCE_NODE,28.3055,27.8809,75.480,USD
2026-02-04,ecs-dev-sandbox-01,ECS,7.8824,7.8824,21.420,USD
2026-02-04,ecs-qa-legacy-01,ECS,7.0765,7.0765,18.870,USD
2026-02-04,rds-orders-prod,RDS,24.7023,24.7023,70.380,USD
2026-02-04,rds-analytics-prod,RDS,19.0737,18.7876,53.040,USD
2026-02-04,evs-orphan-001,EVS,3.6846,3.6846,9.792,USD
2026-02-04,eip-unbound-001,EIP,1.4118,1.4118,3.876,USD
2026-02-04,obs-platform-logs,OBS,10.4613,10.4613,28.050,USD
2026-02-04,elb-legacy-001,ELB,3.0250,3.0250,8.364,USD
2026-02-04,ecs-ml-prod-01,ECS,17.4192,17.4192,46.920,USD
2026-02-04,cce-dev-node-01,CCE_NODE,11.9363,11.9363,33.660,USD
2026-02-04,ecs-unallocated-01,ECS,5.4596,5.4596,14.790,USD
2026-02-05,ecs-prod-web-01,ECS,23.1778,23.1778,63.240,USD
2026-02-05,ecs-prod-web-02,ECS,19.0282,18.7427,52.020,USD
2026-02-05,cce-prod-node-a,CCE_NODE,26.7623,26.3609,75.480,USD
2026-02-05,cce-prod-node-b,CCE_NODE,27.1383,26.7312,75.480,USD
2026-02-05,ecs-dev-sandbox-01,ECS,8.0400,8.0400,21.420,USD
2026-02-05,ecs-qa-legacy-01,ECS,7.0440,7.0440,18.870,USD
2026-02-05,rds-orders-prod,RDS,24.7896,24.7896,70.380,USD
2026-02-05,rds-analytics-prod,RDS,18.6306,18.3512,53.040,USD
2026-02-05,evs-orphan-001,EVS,3.6572,3.6572,9.792,USD
2026-02-05,eip-unbound-001,EIP,1.4517,1.4517,3.876,USD
2026-02-05,obs-platform-logs,OBS,10.2614,10.2614,28.050,USD
2026-02-05,elb-legacy-001,ELB,2.9516,2.9516,8.364,USD
2026-02-05,ecs-ml-prod-01,ECS,17.3310,17.3310,46.920,USD
2026-02-05,cce-dev-node-01,CCE_NODE,12.3428,12.3428,33.660,USD
2026-02-05,ecs-unallocated-01,ECS,5.3539,5.3539,14.790,USD
2026-02-06,ecs-prod-web-01,ECS,22.9265,22.9265,63.240,USD
2026-02-06,ecs-prod-web-02,ECS,18.7481,18.4669,52.020,USD
2026-02-06,cce-prod-node-a,CCE_NODE,28.1763,27.7536,75.480,USD
2026-02-06,cce-prod-node-b,CCE_NODE,27.1623,26.7549,75.480,USD
2026-02-06,ecs-dev-sandbox-01,ECS,7.8920,7.8920,21.420,USD
2026-02-06,ecs-qa-legacy-01,ECS,6.7276,6.7276,18.870,USD
2026-02-06,rds-orders-prod,RDS,25.7126,25.7126,70.380,USD
2026-02-06,rds-analytics-prod,RDS,19.6292,19.3347,53.040,USD
2026-02-06,evs-orphan-001,EVS,3.6681,3.6681,9.792,USD
2026-02-06,eip-unbound-001,EIP,1.3800,1.3800,3.876,USD
2026-02-06,obs-platform-logs,OBS,10.1777,10.1777,28.050,USD
2026-02-06,elb-legacy-001,ELB,2.9984,2.9984,8.364,USD
2026-02-06,ecs-ml-prod-01,ECS,17.4310,17.4310,46.920,USD
2026-02-06,cce-dev-node-01,CCE_NODE,12.3206,12.3206,33.660,USD
2026-02-06,ecs-unallocated-01,ECS,5.2947,5.2947,14.790,USD
2026-02-07,ecs-prod-web-01,ECS,21.6056,21.6056,58.900,USD
2026-02-07,ecs-prod-web-02,ECS,18.0342,17.7637,48.450,USD
2026-02-07,cce-prod-node-a,CCE_NODE,24.7463,24.3751,70.300,USD
2026-02-07,cce-prod-node-b,CCE_NODE,24.8409,24.4683,70.300,USD
2026-02-07,ecs-dev-sandbox-01,ECS,7.3430,7.3430,19.950,USD
2026-02-07,ecs-qa-legacy-01,ECS,6.5628,6.5628,17.575,USD
2026-02-07,rds-orders-prod,RDS,23.5606,23.5606,65.550,USD
2026-02-07,rds-analytics-prod,RDS,18.4798,18.2026,49.400,USD
2026-02-07,evs-orphan-001,EVS,3.2461,3.2461,9.120,USD
2026-02-07,eip-unbound-001,EIP,1.3411,1.3411,3.610,USD
2026-02-07,obs-platform-logs,OBS,9.7435,9.7435,26.125,USD
2026-02-07,elb-legacy-001,ELB,2.7940,2.7940,7.790,USD
2026-02-07,ecs-ml-prod-01,ECS,15.6486,15.6486,43.700,USD
2026-02-07,cce-dev-node-01,CCE_NODE,11.4011,11.4011,31.350,USD
2026-02-07,ecs-unallocated-01,ECS,4.8920,4.8920,13.775,USD
2026-02-08,ecs-prod-web-01,ECS,21.6066,21.6066,58.900,USD
2026-02-08,ecs-prod-web-02,ECS,17.8252,17.5578,48.450,USD
2026-02-08,cce-prod-node-a,CCE_NODE,26.3227,25.9278,70.300,USD
2026-02-08,cce-prod-node-b,CCE_NODE,25.5652,25.1817,70.300,USD
2026-02-08,ecs-dev-sandbox-01,ECS,7.3676,7.3676,19.950,USD
2026-02-08,ecs-qa-legacy-01,ECS,6.4218,6.4218,17.575,USD
2026-02-08,rds-orders-prod,RDS,24.5371,24.5371,65.550,USD
2026-02-08,rds-analytics-prod,RDS,17.7826,17.5158,49.400,USD
2026-02-08,evs-orphan-001,EVS,3.3375,3.3375,9.120,USD
2026-02-08,eip-unbound-001,EIP,1.3177,1.3177,3.610,USD
2026-02-08,obs-platform-logs,OBS,9.5090,9.5090,26.125,USD
2026-02-08,elb-legacy-001,ELB,2.8635,2.8635,7.790,USD
2026-02-08,ecs-ml-prod-01,ECS,15.4729,15.4729,43.700,USD
2026-02-08,cce-dev-node-01,CCE_NODE,11.1300,11.1300,31.350,USD
2026-02-08,ecs-unallocated-01,ECS,4.8584,4.8584,13.775,USD
2026-02-09,ecs-prod-web-01,ECS,22.8992,22.8992,63.240,USD
2026-02-09,ecs-prod-web-02,ECS,18.4087,18.1326,52.020,USD
2026-02-09,cce-prod-node-a,CCE_NODE,28.2739,27.8498,75.480,USD
2026-02-09,cce-prod-node-b,CCE_NODE,28.3338,27.9088,75.480,USD
2026-02-09,ecs-dev-sandbox-01,ECS,7.9785,7.9785,21.420,USD
2026-02-09,ecs-qa-legacy-01,ECS,6.7060,6.7060,18.870,USD
2026-02-09,rds-orders-prod,RDS,26.4475,26.4475,70.380,USD
2026-02-09,rds-analytics-prod,RDS,19.2725,18.9834,53.040,USD
2026-02-09,evs-orphan-001,EVS,3.4892,3.4892,9.792,USD
2026-02-09,eip-unbound-001,EIP,1.3845,1.3845,3.876,USD
2026-02-09,obs-platform-logs,OBS,10.2008,10.2008,28.050,USD
2026-02-09,elb-legacy-001,ELB,3.0115,3.0115,8.364,USD
2026-02-09,ecs-ml-prod-01,ECS,17.0600,17.0600,46.920,USD
2026-02-09,cce-dev-node-01,CCE_NODE,12.1035,12.1035,33.660,USD
2026-02-09,ecs-unallocated-01,ECS,5.1971,5.1971,14.790,USD
2026-02-10,ecs-prod-web-01,ECS,23.0301,23.0301,63.240,USD
2026-02-10,ecs-prod-web-02,ECS,18.4791,18.2019,52.020,USD
2026-02-10,cce-prod-node-a,CCE_NODE,27.7811,27.3644,75.480,USD
2026-02-10,cce-prod-node-b,CCE_NODE,27.4603,27.0484,75.480,USD
2026-02-10,ecs-dev-sandbox-01,ECS,8.0266,8.0266,21.420,USD
2026-02-10,ecs-qa-legacy-01,ECS,6.6554,6.6554,18.870,USD
2026-02-10,rds-orders-prod,RDS,26.4084,26.4084,70.380,USD
2026-02-10,rds-analytics-prod,RDS,19.5786,19.2849,53.040,USD
2026-02-10,evs-orphan-001,EVS,3.5326,3.5326,9.792,USD
2026-02-10,eip-unbound-001,EIP,1.4145,1.4145,3.876,USD
2026-02-10,obs-platform-logs,OBS,10.2999,10.2999,28.050,USD
2026-02-10,elb-legacy-001,ELB,3.0075,3.0075,8.364,USD
2026-02-10,ecs-ml-prod-01,ECS,16.8990,16.8990,46.920,USD
2026-02-10,cce-dev-node-01,CCE_NODE,12.3644,12.3644,33.660,USD
2026-02-10,ecs-unallocated-01,ECS,5.3018,5.3018,14.790,USD
2026-02-11,ecs-prod-web-01,ECS,23.0891,23.0891,63.240,USD
2026-02-11,ecs-prod-web-02,ECS,19.1789,18.8912,52.020,USD
2026-02-11,cce-prod-node-a,CCE_NODE,28.1140,27.6923,75.480,USD
2026-02-11,cce-prod-node-b,CCE_NODE,26.9566,26.5522,75.480,USD
2026-02-11,ecs-dev-sandbox-01,ECS,7.6991,7.6991,21.420,USD
2026-02-11,ecs-qa-legacy-01,ECS,6.9359,6.9359,18.870,USD
2026-02-11,rds-orders-prod,RDS,25.4756,25.4756,70.380,USD
2026-02-11,rds-analytics-prod,RDS,19.6409,19.3463,53.040,USD
2026-02-11,evs-orphan-001,EVS,3.6555,3.6555,9.792,USD
2026-02-11,eip-unbound-001,EIP,1.3716,1.3716,3.876,USD
2026-02-11,obs-platform-logs,OBS,10.5116,10.5116,28.050,USD
2026-02-11,elb-legacy-001,ELB,2.9454,2.9454,8.364,USD
2026-02-11,ecs-ml-prod-01,ECS,16.4878,16.4878,46.920,USD
2026-02-11,cce-dev-node-01,CCE_NODE,11.9444,11.9444,33.660,USD
2026-02-11,ecs-unallocated-01,ECS,5.3527,5.3527,14.790,USD
2026-02-12,ecs-prod-web-01,ECS,23.2535,23.2535,63.240,USD
2026-02-12,ecs-prod-web-02,ECS,18.9940,18.7091,52.020,USD
2026-02-12,cce-prod-node-a,CCE_NODE,27.0525,26.6467,75.480,USD
2026-02-12,cce-prod-node-b,CCE_NODE,27.2345,26.8260,75.480,USD
2026-02-12,ecs-dev-sandbox-01,ECS,7.9243,7.9243,21.420,USD
2026-02-12,ecs-qa-legacy-01,ECS,7.0189,7.0189,18.870,USD
2026-02-12,rds-orders-prod,RDS,26.0245,26.0245,70.380,USD
2026-02-12,rds-analytics-prod,RDS,19.6473,19.3526,53.040,USD
2026-02-12,evs-orphan-001,EVS,3.4897,3.4897,9.792,USD
2026-02-12,eip-unbound-001,EIP,1.4333,1.4333,3.876,USD
2026-02-12,obs-platform-logs,OBS,9.8832,9.8832,28.050,USD
2026-02-12,elb-legacy-001,ELB,2.9369,2.9369,8.364,USD
2026-02-12,ecs-ml-prod-01,ECS,16.8913,16.8913,46.920,USD
2026-02-12,cce-dev-node-01,CCE_NODE,12.4705,12.4705,33.660,USD
2026-02-12,ecs-unallocated-01,ECS,5.2501,5.2501,14.790,USD
2026-02-13,ecs-prod-web-01,ECS,22.6152,22.6152,63.240,USD
2026-02-13,ecs-prod-web-02,ECS,18.2628,17.9888,52.020,USD
2026-02-13,cce-prod-node-a,CCE_NODE,27.8149,27.3976,75.480,USD
2026-02-13,cce-prod-node-b,CCE_NODE,27.4989,27.0864,75.480,USD
2026-02-13,ecs-dev-sandbox-01,ECS,7.5500,7.5500,21.420,USD
2026-02-13,ecs-qa-legacy-01,ECS,6.8686,6.8686,18.870,USD
2026-02-13,rds-orders-prod,RDS,26.2066,26.2066,70.380,USD
2026-02-13,rds-analytics-prod,RDS,18.9783,18.6936,53.040,USD
2026-02-13,evs-orphan-001,EVS,3.5618,3.5618,9.792,USD
2026-02-13,eip-unbound-001,EIP,1.4252,1.4252,3.876,USD
2026-02-13,obs-platform-logs,OBS,9.9534,9.9534,28.050,USD
2026-02-13,elb-legacy-001,ELB,2.9663,2.9663,8.364,USD
2026-02-13,ecs-ml-prod-01,ECS,16.9454,16.9454,46.920,USD
2026-02-13,cce-dev-node-01,CCE_NODE,12.3810,12.3810,33.660,USD
2026-02-13,ecs-unallocated-01,ECS,5.3170,5.3170,14.790,USD
2026-02-14,ecs-prod-web-01,ECS,20.9725,20.9725,58.900,USD
2026-02-14,ecs-prod-web-02,ECS,17.4027,17.1416,48.450,USD
2026-02-14,cce-prod-node-a,CCE_NODE,25.4195,25.0382,70.300,USD
2026-02-14,cce-prod-node-b,CCE_NODE,25.9802,25.5905,70.300,USD
2026-02-14,ecs-dev-sandbox-01,ECS,7.4371,7.4371,19.950,USD
2026-02-14,ecs-qa-legacy-01,ECS,6.2991,6.2991,17.575,USD
2026-02-14,rds-orders-prod,RDS,24.2053,24.2053,65.550,USD
2026-02-14,rds-analytics-prod,RDS,17.5393,17.2762,49.400,USD
2026-02-14,evs-orphan-001,EVS,3.2847,3.2847,9.120,USD
2026-02-14,eip-unbound-001,EIP,1.2971,1.2971,3.610,USD
2026-02-14,obs-platform-logs,OBS,9.4555,9.4555,26.125,USD
2026-02-14,elb-legacy-001,ELB,2.7984,2.7984,7.790,USD
2026-02-14,ecs-ml-prod-01,ECS,15.9881,15.9881,43.700,USD
2026-02-14,cce-dev-node-01,CCE_NODE,11.4836,11.4836,31.350,USD
2026-02-14,ecs-unallocated-01,ECS,5.0582,5.0582,13.775,USD
2026-02-15,ecs-prod-web-01,ECS,21.3574,21.3574,58.900,USD
2026-02-15,ecs-prod-web-02,ECS,17.2473,16.9886,48.450,USD
2026-02-15,cce-prod-node-a,CCE_NODE,25.8800,25.4918,70.300,USD
2026-02-15,cce-prod-node-b,CCE_NODE,25.8590,25.4711,70.300,USD
2026-02-15,ecs-dev-sandbox-01,ECS,7.0170,7.0170,19.950,USD
2026-02-15,ecs-qa-legacy-01,ECS,6.2588,6.2588,17.575,USD
2026-02-15,rds-orders-prod,RDS,23.9289,23.9289,65.550,USD
2026-02-15,rds-analytics-prod,RDS,18.0852,17.8139,49.400,USD
2026-02-15,evs-orphan-001,EVS,3.3865,3.3865,9.120,USD
2026-02-15,eip-unbound-001,EIP,1.3171,1.3171,3.610,USD
2026-02-15,obs-platform-logs,OBS,9.2191,9.2191,26.125,USD
2026-02-15,elb-legacy-001,ELB,2.7421,2.7421,7.790,USD
2026-02-15,ecs-ml-prod-01,ECS,15.8176,15.8176,43.700,USD
2026-02-15,cce-dev-node-01,CCE_NODE,11.2818,11.2818,31.350,USD
2026-02-15,ecs-unallocated-01,ECS,4.8479,4.8479,13.775,USD
2026-02-16,ecs-prod-web-01,ECS,23.1998,23.1998,63.240,USD
2026-02-16,ecs-prod-web-02,ECS,18.7234,18.4426,52.020,USD
2026-02-16,cce-prod-node-a,CCE_NODE,26.8083,26.4061,75.480,USD
2026-02-16,cce-prod-node-b,CCE_NODE,27.2418,26.8332,75.480,USD
2026-02-16,ecs-dev-sandbox-01,ECS,7.9884,7.9884,21.420,USD
2026-02-16,ecs-qa-legacy-01,ECS,6.9582,6.9582,18.870,USD
2026-02-16,rds-orders-prod,RDS,25.9929,25.9929,70.380,USD
2026-02-16,rds-analytics-prod,RDS,19.7381,19.4420,53.040,USD
2026-02-16,evs-orphan-001,EVS,3.5870,3.5870,9.792,USD
2026-02-16,eip-unbound-001,EIP,1.4073,1.4073,3.876,USD
2026-02-16,obs-platform-logs,OBS,10.1584,10.1584,28.050,USD
2026-02-16,elb-legacy-001,ELB,3.0674,3.0674,8.364,USD
2026-02-16,ecs-ml-prod-01,ECS,16.8215,16.8215,46.920,USD
2026-02-16,cce-dev-node-01,CCE_NODE,12.2225,12.2225,33.660,USD
2026-02-16,ecs-unallocated-01,ECS,5.5612,5.5612,14.790,USD
2026-02-17,ecs-prod-web-01,ECS,23.4858,23.4858,63.240,USD
2026-02-17,ecs-prod-web-02,ECS,18.8211,18.5388,52.020,USD
2026-02-17,cce-prod-node-a,CCE_NODE,27.8842,27.4660,75.480,USD
2026-02-17,cce-prod-node-b,CCE_NODE,27.0027,26.5976,75.480,USD
